seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
6604;(44);(37);(6);(5);(6);(0,0,2,2,0,2);(160,207,260)
6605;(4);(38);(7);(12);(10);(2,2,1,1,1,0,1,1,1,1);()
6606;(73);(54);(5);(4);(3);(2,1,0);(88)
6607;(69);(36);(9);(5);(3);(2,0,0);()
6608;(6);(38);(8);(7);(10);(2,2,2,0,0,3,0,2,3,3);(162,269)
6609;(47);(34);(11);(10);(3);(2,3,1);(65)
6610;(70);(17);(10);(12);(9);(0,3,0,2,2,2,2,2,3);(284)
6611;(25);(36);(10);(5);(5);(2,2,1,0,2);()
6612;(58);(54);(3);(12);(8);(0,2,2,1,2,3,2,2);()
6613;(13);(10);(7);(12);(12);(1,1,1,3,3,3,3,1,2,2,3,3);()
6614;(13);(39);(7);(4);(7);(1,3,3,0,0,2,3);()
6615;(74);(51);(3);(3);(6);(2,2,2,2,1,1);(68,123,125,221,287)
6616;(23);(38);(11);(13);(5);(1,1,1,0,0);()
6617;(16);(34);(5);(6);(3);(1,1,1);(14,163,164,222)
6618;(14);(15);(2);(4);(10);(3,3,3,0,2,1,3,1,1,0);(298)
6619;(73);(7);(4);(6);(8);(0,0,3,3,1,3,2,2);()
6620;(14);(11);(8);(7);(10);(1,2,3,2,2,2,2,3,1,2);(53,149,295)
6621;(13);(22);(4);(17);(6);(1,3,0,2,2,2);(23)
6622;(32);(59);(8);(8);(9);(0,2,0,0,3,3,3,0,2);()
6623;(51);(55);(6);(9);(5);(0,1,1,3,3);(91,224)
6624;(50);(51);(6);(8);(6);(0,3,2,0,3,0);(236)
6625;(6);(33);(16);(8);(6);(1,2,2,0,2,2);(1,230)
6626;(42);(22);(8);(19);(4);(2,2,2,3);()
6627;(42);(52);(2);(4);(7);(2,2,1,3,3,3,1);(18)
6628;(35);(40);(7);(6);(9);(0,3,0,2,2,2,2,3,0);(324)
6629;(36);(50);(9);(9);(9);(3,3,1,3,3,0,2,1,1);(226)
6630;(25);(3);(3);(17);(12);(0,1,2,1,3,1,1,1,1,1,3,1);(130)
6631;(68);(45);(12);(15);(7);(2,2,0,1,1,1,0);()
6632;(14);(45);(8);(18);(9);(1,0,2,2,2,1,1,3,3);(231)
6633;(51);(45);(2);(9);(6);(1,2,2,2,2,2);(156)
6634;(72);(56);(5);(10);(12);(2,0,1,1,2,1,1,2,1,3,0,2);(14,17)
6635;(69);(49);(10);(7);(8);(2,2,2,3,1,2,1,1);(194)
6636;(70);(32);(10);(14);(0);();(190)
6637;(50);(59);(12);(10);(12);(0,1,2,1,1,1,1,0,1,0,0,1);()
6638;(23);(60);(7);(8);(1);(1);(267)
6639;(23);(9);(4);(12);(4);(2,2,2,3);()
6640;(13);(66);(7);(3);(1);(0);(191,313)
6641;(23);(47);(5);(5);(5);(0,0,3,1,2);(311)
6642;(25);(55);(3);(15);(11);(3,1,3,1,1,1,3,2,0,2,2);()
6643;(44);(40);(3);(12);(3);(2,0,2);(26)
6644;(0);(14);(3);(6);(9);(0,2,1,2,2,0,3,1,1);(125,319)
6645;(58);(54);(2);(9);(10);(2,0,0,0,1,3,3,1,1,1);(131,224)
6646;(16);(49);(10);(11);(6);(2,2,0,1,3,0);(61,314,324)
6647;(16);(44);(6);(11);(8);(3,0,3,1,0,0,2,0);(55,164,211,332)
6648;(7);(42);(5);(16);(7);(2,1,3,1,1,2,3);(240)
6649;(25);(28);(11);(14);(5);(3,1,1,1,2);(284)
6650;(25);(10);(10);(12);(15);(0,2,2,1,1,1,1,2,1,2,0,3,0,1,1);(89)
6651;(22);(50);(8);(6);(4);(2,2,2,0);(59,93,119)
6652;(17);(10);(4);(9);(5);(2,0,1,3,2);()
6653;(70);(49);(6);(21);(6);(2,2,0,0,0,3);(162)
6654;(14);(1);(8);(8);(6);(2,2,2,3,3,0);(209)
6655;(13);(1);(6);(4);(3);(2,2,2);()
6656;(17);(43);(9);(3);(7);(2,1,0,2,0,3,0);()
6657;(50);(14);(4);(10);(4);(2,0,3,3);(32,62)
6658;(58);(50);(4);(9);(4);(2,2,2,1);()
6659;(16);(52);(9);(9);(8);(2,0,0,2,3,0,1,1);(56,80,311)
6660;(58);(44);(4);(5);(8);(2,2,0,1,0,0,0,0);(213,317)
6661;(50);(45);(4);(7);(12);(2,3,1,3,0,2,1,2,0,1,1,1);(293)
6662;(68);(42);(6);(16);(8);(0,0,0,2,0,1,3,3);()
6663;(42);(34);(10);(8);(1);(3);()
6664;(35);(49);(4);(10);(11);(3,3,0,0,3,2,2,1,3,0,0);()
6665;(43);(49);(11);(10);(2);(1,1);()
6666;(47);(14);(8);(12);(6);(0,2,2,3,2,0);(166)
6667;(16);(24);(6);(7);(14);(2,2,0,2,1,3,2,2,2,2,3,0,3,1);(0,201,318)
6668;(27);(16);(11);(4);(5);(0,2,2,0,3);()
6669;(43);(40);(15);(13);(6);(1,1,1,3,1,3);(194)
6670;(51);(36);(6);(7);(5);(2,0,1,1,1);()
6671;(14);(39);(5);(7);(5);(0,2,2,1,1);(20)
6672;(4);(34);(7);(6);(10);(2,2,2,3,0,1,2,1,0,2);(254)
6673;(25);(24);(6);(10);(13);(1,3,1,1,2,2,2,2,2,2,0,3,3);(236)
6674;(47);(42);(3);(6);(4);(1,1,1,0);()
6675;(32);(25);(10);(9);(11);(0,0,0,2,2,1,2,2,1,1,2);()
6676;(34);(1);(9);(8);(3);(0,2,0);()
6677;(14);(14);(9);(8);(3);(1,2,3);(78)
6678;(53);(56);(8);(3);(5);(2,1,1,2,1);()
6679;(69);(43);(10);(4);(9);(0,2,0,1,3,2,2,2,0);()
6680;(25);(55);(7);(7);(8);(2,0,0,3,1,3,1,1);(74)
6681;(53);(23);(4);(5);(9);(2,1,1,0,2,0,3,3,1);()
6682;(51);(50);(3);(3);(6);(1,0,2,0,1,1);(86,147,268)
6683;(42);(49);(6);(7);(11);(1,2,2,1,0,0,2,2,2,2,2);(308,318)
6684;(6);(16);(11);(12);(9);(2,2,2,0,3,2,2,2,1);(155,309)
6685;(70);(44);(13);(10);(5);(0,2,0,2,0);()
6686;(70);(10);(3);(14);(8);(1,0,1,2,3,0,1,1);(122,275,289)
6687;(23);(55);(11);(6);(2);(1,2);(28)
6688;(0);(20);(6);(16);(1);(2);()
6689;(74);(44);(7);(9);(7);(2,2,2,2,2,3,0);()
6690;(11);(47);(6);(5);(1);(2);(87)
6691;(37);(67);(7);(10);(11);(1,1,1,2,2,2,2,2,3,2,1);()
6692;(60);(44);(8);(12);(2);(0,1);()
6693;(37);(15);(12);(7);(3);(1,0,2);()
6694;(25);(39);(4);(8);(3);(3,3,2);()
6695;(36);(44);(8);(5);(12);(2,1,1,2,2,3,2,0,1,3,3,2);(203,259,308)
6696;(37);(42);(2);(12);(7);(0,0,2,1,1,1,1);()
6697;(35);(14);(9);(12);(7);(2,2,3,1,3,3,2);()
6698;(14);(17);(7);(8);(4);(0,2,2,2);()
6699;(6);(39);(11);(15);(2);(2,2);(183)
6700;(28);(45);(10);(4);(7);(2,1,2,1,3,1,1);()
6701;(43);(60);(11);(9);(10);(0,2,2,2,1,3,1,3,3,1);()
6702;(23);(40);(12);(22);(15);(3,0,1,0,1,1,1,2,2,0,3,0,3,3,3);()
6703;(33);(23);(6);(13);(7);(3,1,3,2,0,3,0);(39)
6704;(22);(32);(9);(13);(11);(2,2,0,2,2,3,2,1,1,0,0);(91)
6705;(70);(36);(3);(7);(1);(2);(34)
6706;(14);(1);(2);(9);(10);(3,0,2,0,0,0,2,2,2,2);(171)
6707;(32);(50);(5);(7);(9);(1,0,2,1,1,1,1,1,1);(90)
6708;(18);(56);(3);(5);(7);(1,3,0,1,1,3,2);(131)
6709;(50);(16);(5);(14);(4);(3,1,2,1);(256)
6710;(28);(45);(10);(9);(6);(0,3,2,1,1,3);(311)
6711;(18);(50);(3);(11);(7);(2,1,1,1,0,0,0);()
6712;(25);(58);(14);(9);(2);(1,2);()
6713;(13);(51);(5);(10);(7);(3,1,1,1,1,3,1);(57,235)
6714;(35);(49);(11);(15);(4);(2,1,1,0);(110)
6715;(28);(14);(7);(8);(4);(1,2,2,0);()
6716;(11);(26);(5);(2);(7);(3,0,2,0,2,1,3);(76,295)
6717;(25);(39);(2);(15);(12);(1,1,3,3,1,2,2,2,2,2,1,3);()
6718;(13);(59);(7);(12);(3);(1,2,0);(4,267,313)
6719;(50);(28);(14);(4);(10);(1,3,1,2,2,1,1,2,2,2);()
6720;(50);(49);(2);(12);(2);(2,2);(113,224,333)
6721;(47);(20);(5);(14);(5);(1,1,2,0,1);()
6722;(27);(22);(14);(8);(7);(0,2,2,1,2,2,0);(55,65,169)
6723;(47);(65);(14);(7);(3);(0,1,1);()
6724;(8);(17);(11);(8);(5);(1,0,2,3,1);(94)
6725;(7);(10);(8);(9);(4);(3,2,0,1);(232)
6726;(28);(11);(10);(6);(2);(1,1);(11,23,85,207)
6727;(16);(39);(5);(10);(8);(2,1,1,2,2,1,0,1);()
6728;(25);(44);(7);(8);(7);(1,0,3,2,0,3,2);(281)
6729;(13);(52);(6);(5);(6);(0,3,0,0,0,2);(256)
6730;(7);(9);(8);(9);(10);(2,2,0,0,1,3,1,2,2,0);(119)
6731;(25);(23);(4);(5);(11);(2,2,2,2,2,0,0,0,3,1,1);()
6732;(19);(14);(3);(10);(13);(0,3,0,0,2,0,3,3,3,0,1,1,2);()
6733;(70);(10);(10);(9);(6);(3,2,2,2,2,0);()
6734;(14);(38);(2);(15);(4);(3,1,2,2);(23)
6735;(99);(2);(7);(16);(10);(2,3,1,0,3,2,2,2,3,0);()
6736;(13);(34);(5);(6);(5);(2,3,3,3,1);(178)
6737;(36);(16);(7);(3);(6);(3,3,0,0,0,2);(46)
6738;(58);(45);(8);(13);(8);(2,2,1,2,0,0,2,2);(220)
6739;(4);(49);(9);(12);(4);(1,0,3,1);(180)
6740;(47);(49);(4);(8);(3);(1,1,0);(334)
6741;(96);(44);(6);(21);(4);(1,2,0,1);(47,66)
6742;(47);(44);(14);(17);(12);(0,1,1,1,3,1,0,1,2,2,0,3);()
6743;(16);(38);(3);(10);(2);(0,3);(28,245)
6744;(11);(45);(17);(11);(12);(1,1,1,3,1,2,2,1,1,1,3,0);()
6745;(17);(20);(5);(10);(16);(1,1,2,2,0,2,2,1,1,0,3,0,1,3,1,2);()
6746;(50);(49);(10);(12);(4);(3,0,3,3);(74,165)
6747;(81);(16);(9);(6);(10);(3,0,1,3,3,2,3,3,0,2);()
6748;(68);(44);(7);(11);(8);(2,3,0,1,1,1,3,2);(346)
6749;(70);(5);(7);(9);(3);(2,3,2);()
6750;(36);(9);(8);(6);(10);(3,2,0,2,2,2,2,2,2,2);()
6751;(74);(52);(3);(4);(8);(3,0,0,3,1,0,0,2);(20,149)
6752;(47);(55);(7);(3);(7);(2,1,3,2,1,2,2);()
6753;(25);(32);(8);(8);(8);(0,2,2,0,0,0,3,1);()
6754;(47);(50);(7);(8);(3);(2,3,0);()
6755;(57);(54);(4);(9);(4);(3,1,1,1);(92,119,305)
6756;(35);(40);(7);(6);(16);(2,2,2,2,2,0,2,2,0,0,0,0,1,0,1,2);()
6757;(47);(44);(2);(7);(8);(2,3,2,3,1,3,3,2);(145)
6758;(37);(51);(7);(9);(4);(3,1,2,2);()
6759;(28);(56);(10);(4);(8);(3,3,3,1,2,2,2,2);(25,262)
6760;(58);(15);(4);(5);(6);(0,2,2,3,3,1);()
6761;(44);(40);(4);(6);(4);(0,0,2,1);(329)
6762;(99);(17);(11);(16);(7);(1,2,0,2,1,3,0);(186)
6763;(16);(36);(15);(11);(4);(3,3,1,2);()
6764;(4);(62);(11);(3);(5);(1,3,2,2,3);(91)
6765;(32);(28);(7);(10);(3);(3,1,3);()
6766;(16);(50);(3);(8);(7);(0,0,2,3,0,1,0);(162)
6767;(51);(42);(7);(15);(11);(3,0,3,0,2,0,1,2,3,0,2);(14)
6768;(16);(52);(8);(6);(9);(3,2,3,2,0,3,2,1,2);()
6769;(74);(10);(9);(9);(2);(3,1);()
6770;(25);(1);(12);(8);(4);(2,3,2,2);(60,203,207,314)
6771;(74);(39);(7);(5);(2);(3,0);(94,211)
6772;(70);(10);(2);(12);(7);(2,0,3,2,0,1,2);(34,148)
6773;(70);(23);(3);(13);(4);(1,3,1,0);()
6774;(13);(55);(4);(9);(6);(1,3,3,2,2,1);()
6775;(99);(42);(10);(13);(5);(2,0,2,2,0);(30,295)
6776;(68);(47);(2);(10);(2);(2,2);()
6777;(25);(62);(9);(11);(8);(3,2,2,0,0,3,2,2);()
6778;(99);(51);(8);(7);(7);(3,3,3,2,2,2,2);()
6779;(69);(41);(4);(8);(6);(2,0,2,2,2,1);()
6780;(23);(16);(9);(12);(3);(3,2,0);(15,211)
6781;(14);(16);(4);(3);(7);(1,0,1,3,1,1,3);()
6782;(13);(40);(9);(6);(4);(1,0,2,2);(136,268,307)
6783;(16);(50);(6);(9);(4);(0,0,2,1);()
6784;(34);(16);(8);(16);(13);(2,0,0,2,3,1,3,1,1,1,1,3,2);(51)
6785;(70);(36);(10);(11);(4);(1,1,2,1);(285)
6786;(16);(14);(7);(7);(9);(0,3,2,2,1,3,0,3,2);(182)
6787;(22);(34);(11);(6);(4);(1,1,1,2);()
6788;(2);(1);(3);(3);(5);(1,1,0,2,0);(37,219)
6789;(13);(36);(4);(1);(7);(0,1,3,1,3,1,2);(336)
6790;(72);(42);(6);(13);(6);(0,2,0,2,2,1);(249)
6791;(22);(60);(8);(9);(9);(2,2,2,2,2,2,2,0,2);(305,330)
6792;(25);(60);(16);(9);(6);(1,3,1,3,1,3);()
6793;(71);(40);(7);(6);(2);(0,2);()
6794;(86);(47);(9);(5);(7);(1,2,3,1,0,2,2);()
6795;(50);(27);(7);(8);(11);(0,0,0,2,2,2,2,3,3,2,1);(140,207,289)
6796;(72);(64);(5);(9);(12);(0,3,3,2,3,3,2,0,0,2,0,1);(266,277,298)
6797;(99);(47);(6);(5);(5);(1,1,0,3,3);(39,43)
6798;(68);(45);(3);(12);(6);(1,1,0,1,0,1);(245)
6799;(2);(14);(7);(7);(10);(2,0,3,1,1,3,0,0,1,1);(267)
6800;(59);(42);(5);(3);(2);(0,0);()
6801;(72);(40);(9);(9);(11);(0,1,2,2,3,2,2,2,0,2,3);(151)
6802;(42);(54);(7);(4);(3);(0,0,2);(39,118)
6803;(13);(31);(5);(6);(7);(3,1,1,1,3,2,0);(1,52,86,277)
6804;(72);(60);(8);(2);(3);(1,3,0);()
6805;(25);(32);(7);(14);(1);(2);()
6806;(25);(40);(12);(4);(17);(2,2,1,3,3,1,2,1,1,1,0,1,3,2,2,1,3);(222,345)
6807;(42);(31);(4);(9);(4);(0,1,0,0);(259)
6808;(50);(56);(5);(1);(1);(3);()
6809;(41);(31);(4);(3);(5);(2,2,2,2,0);()
6810;(47);(20);(4);(8);(0);();()
6811;(19);(28);(3);(16);(5);(1,1,1,0,2);(76,227)
6812;(43);(11);(12);(9);(9);(1,1,2,3,2,0,1,1,3);(169)
6813;(29);(45);(4);(12);(6);(0,1,1,2,3,1);()
6814;(19);(37);(3);(4);(9);(1,2,1,2,0,1,2,3,2);()
6815;(43);(45);(12);(12);(8);(0,2,0,2,2,2,1,1);()
6816;(25);(60);(9);(7);(3);(1,1,3);()
6817;(69);(60);(10);(7);(7);(2,0,2,1,3,1,1);(262)
6818;(11);(66);(11);(7);(7);(0,1,2,2,2,3,1);(124)
6819;(28);(54);(3);(2);(12);(1,1,2,2,2,0,0,0,3,2,1,1);()
6820;(50);(43);(8);(3);(6);(0,3,3,2,0,1);()
6821;(86);(44);(9);(10);(14);(0,0,0,2,2,2,2,0,1,1,1,1,0,1);()
6822;(70);(47);(7);(17);(5);(0,2,2,1,2);(47,255)
6823;(18);(26);(3);(4);(8);(1,1,1,1,1,2,2,0);(173)
6824;(16);(25);(6);(12);(10);(1,1,3,1,1,2,3,3,1,1);(165)
6825;(14);(22);(4);(7);(5);(2,1,2,0,1);(213,224)
6826;(58);(45);(5);(13);(4);(2,0,0,1);(231)
6827;(58);(58);(8);(10);(5);(3,3,0,2,0);(56)
6828;(58);(36);(6);(7);(6);(2,2,1,1,3,1);(122,175,277)
6829;(13);(16);(16);(6);(8);(0,0,2,0,0,2,3,0);(139,274,322)
6830;(50);(23);(4);(6);(5);(3,1,1,3,0);()
6831;(28);(55);(3);(5);(5);(1,2,1,2,2);()
6832;(42);(37);(8);(7);(5);(2,3,3,2,3);(97,254,313)
6833;(99);(58);(2);(5);(13);(3,2,0,0,3,1,1,2,0,2,2,2,2);()
6834;(17);(67);(4);(8);(3);(1,0,0);()
6835;(33);(45);(4);(17);(7);(0,1,1,2,0,2,2);(111)
6836;(19);(51);(11);(5);(6);(2,2,2,2,1,3);()
6837;(10);(50);(8);(7);(10);(2,0,2,0,1,1,1,1,2,2);()
6838;(2);(14);(10);(11);(7);(1,1,1,3,3,0,2);()
6839;(14);(51);(10);(13);(1);(2);()
6840;(58);(27);(6);(20);(5);(3,2,2,0,2);(16)
6841;(14);(42);(5);(12);(4);(1,2,2,2);()
6842;(25);(28);(7);(8);(2);(3,1);()
6843;(41);(67);(3);(10);(2);(1,3);()
6844;(32);(55);(3);(7);(6);(1,1,1,1,3,3);()
6845;(100);(39);(13);(7);(4);(1,1,1,2);()
6846;(60);(5);(8);(9);(2);(0,2);()
6847;(4);(40);(4);(9);(7);(2,0,3,0,2,1,1);(51,70)
6848;(18);(32);(3);(11);(4);(1,2,0,2);()
6849;(25);(34);(3);(6);(6);(2,1,1,2,1,1);(125)
6850;(23);(40);(9);(7);(7);(1,1,3,3,3,1,0);(119)
6851;(33);(22);(4);(15);(3);(1,1,3);(273,293)
6852;(25);(2);(4);(8);(6);(1,1,2,2,1,3);()
6853;(23);(38);(9);(10);(8);(1,1,1,1,2,3,3,0);()
6854;(72);(45);(3);(10);(10);(3,2,2,0,0,1,2,3,2,2);(232,250)
6855;(95);(16);(2);(22);(5);(3,2,3,2,0);(98)
6856;(47);(32);(12);(17);(13);(2,2,1,2,2,0,2,0,3,3,3,1,2);()
6857;(41);(27);(3);(9);(10);(3,2,2,0,1,1,1,2,2,0);(43,243)
6858;(42);(24);(5);(7);(11);(1,3,0,3,3,3,3,2,2,2,2);(125)
6859;(44);(35);(4);(15);(2);(1,1);()
6860;(14);(27);(4);(3);(1);(3);(95)
6861;(13);(20);(5);(9);(9);(2,2,1,0,3,3,3,1,1);()
6862;(25);(16);(10);(4);(7);(1,1,0,2,1,3,3);()
6863;(11);(27);(9);(8);(7);(3,2,0,0,0,2,3);()
6864;(60);(42);(8);(16);(0);();(37)
6865;(41);(17);(6);(8);(6);(2,1,3,1,2,2);(180,296)
6866;(25);(40);(8);(13);(3);(0,2,0);(101,106,257)
6867;(14);(52);(4);(10);(2);(0,0);()
6868;(50);(60);(8);(9);(14);(1,1,0,3,3,1,3,1,1,1,1,0,0,3);(186)
6869;(22);(59);(11);(11);(7);(3,2,2,2,2,3,2);(236)
6870;(41);(11);(7);(5);(8);(3,0,2,3,0,2,0,1);()
6871;(50);(49);(10);(15);(4);(2,3,3,2);(276)
6872;(41);(32);(4);(7);(5);(2,2,0,3,2);(177)
6873;(64);(55);(2);(9);(5);(0,2,1,2,2);()
6874;(64);(42);(5);(10);(4);(1,1,1,0);()
6875;(70);(46);(15);(12);(9);(3,3,2,3,0,3,3,3,3);(245)
6876;(28);(42);(8);(8);(9);(1,0,1,1,1,1,3,3,1);()
6877;(0);(11);(10);(16);(2);(1,2);()
6878;(0);(31);(5);(5);(2);(1,1);()
6879;(14);(1);(9);(11);(4);(2,2,2,2);(80,209,240)
6880;(42);(15);(5);(5);(13);(1,3,1,3,3,3,1,2,2,1,1,1,0);()
6881;(69);(50);(12);(8);(5);(1,0,3,2,2);()
6882;(13);(39);(4);(10);(9);(0,2,3,1,0,1,3,2,2);()
6883;(25);(34);(6);(2);(4);(0,2,1,1);()
6884;(77);(66);(4);(10);(4);(1,2,3,3);(156,243)
6885;(73);(51);(7);(2);(1);(2);(294)
6886;(13);(24);(8);(8);(10);(2,1,1,1,1,0,0,2,3,0);()
6887;(17);(62);(9);(9);(5);(0,2,3,0,2);(141)
6888;(42);(26);(5);(8);(13);(0,1,1,3,1,3,3,1,1,1,1,3,2);(26)
6889;(16);(50);(4);(7);(15);(2,3,0,2,0,2,1,3,1,1,3,2,0,2,1);(258)
6890;(13);(42);(8);(10);(2);(2,1);(53,92)
6891;(23);(1);(11);(10);(5);(2,1,1,1,2);()
6892;(58);(45);(6);(6);(6);(1,3,0,0,2,0);()
6893;(11);(62);(8);(10);(4);(0,2,2,2);(268,292)
6894;(85);(49);(3);(8);(7);(2,0,0,2,3,1,1);()
6895;(14);(55);(7);(13);(3);(2,2,0);()
6896;(14);(16);(7);(3);(4);(1,2,0,1);()
6897;(73);(40);(10);(6);(7);(0,3,0,0,2,2,1);()
6898;(51);(55);(4);(9);(15);(1,1,2,2,0,2,1,1,1,3,2,0,2,3,0);()
6899;(42);(36);(11);(12);(10);(0,1,0,3,0,2,0,2,1,0);()
6900;(25);(38);(11);(12);(13);(2,2,3,1,3,3,0,2,0,1,3,0,2);(135,340)
6901;(11);(15);(10);(7);(7);(3,1,0,1,3,0,2);(319)
6902;(10);(52);(6);(16);(5);(2,3,0,2,0);()
6903;(6);(26);(5);(9);(10);(1,3,0,1,0,1,1,2,2,2);(156)
6904;(10);(52);(7);(6);(5);(0,2,1,1,0);()
6905;(73);(62);(7);(10);(13);(0,2,2,1,2,1,3,0,0,0,1,1,2);(13)
6906;(39);(15);(7);(5);(5);(1,1,0,2,1);(69,320)
6907;(81);(36);(5);(9);(9);(1,1,2,2,0,1,1,0,2);()
6908;(42);(54);(9);(7);(12);(2,2,2,3,0,3,3,3,0,2,2,2);()
6909;(28);(47);(5);(17);(5);(0,2,3,3,0);(220,314)
6910;(42);(55);(11);(15);(11);(0,3,3,3,0,0,2,2,2,0,3);()
6911;(13);(7);(4);(9);(8);(1,1,0,2,0,1,2,1);(84,215)
6912;(51);(44);(10);(2);(18);(2,0,1,3,3,2,3,1,0,3,2,2,3,3,1,1,2,3);(354)
6913;(70);(34);(10);(8);(10);(2,2,0,1,3,2,0,2,2,0);(18)
6914;(28);(59);(3);(7);(4);(2,2,1,3);()
6915;(34);(59);(9);(8);(15);(2,3,3,2,3,2,2,0,3,3,0,1,2,1,2);(185,209)
6916;(96);(14);(5);(11);(5);(2,2,2,0,0);(9,210)
6917;(70);(38);(3);(11);(7);(3,2,1,2,3,0,3);(167)
6918;(32);(59);(10);(9);(8);(2,1,3,0,2,1,0,0);()
6919;(41);(47);(2);(2);(1);(1);(158)
6920;(60);(60);(3);(7);(5);(3,0,3,1,1);()
6921;(74);(51);(10);(10);(4);(1,2,3,1);(192)
6922;(28);(60);(4);(9);(3);(2,2,0);()
6923;(13);(10);(5);(12);(7);(1,0,0,1,0,1,3);(201)
6924;(32);(36);(3);(5);(5);(3,1,1,1,2);(169,253)
6925;(35);(9);(5);(13);(5);(1,3,3,1,3);()
6926;(41);(49);(3);(18);(5);(2,3,0,2,2);()
6927;(74);(26);(7);(10);(6);(2,1,1,1,2,3);()
6928;(73);(28);(7);(4);(0);();(173)
6929;(47);(14);(7);(10);(3);(3,2,1);(182)
6930;(17);(2);(4);(3);(9);(0,0,2,3,2,3,3,2,2);()
6931;(68);(60);(6);(10);(3);(2,2,3);(51)
6932;(9);(24);(6);(12);(2);(2,3);(3)
6933;(96);(45);(8);(5);(5);(0,2,2,0,2);()
6934;(19);(14);(7);(12);(6);(2,0,0,0,1,1);(118,321)
6935;(34);(47);(8);(5);(6);(3,0,0,3,1,2);()
6936;(33);(36);(10);(5);(8);(1,0,1,3,2,3,2,0);(325)
6937;(28);(17);(3);(22);(2);(2,0);()
6938;(13);(47);(3);(12);(16);(3,2,1,0,1,3,3,2,2,2,1,3,3,0,2,0);(29,218,342)
6939;(13);(38);(4);(14);(8);(3,1,0,2,2,0,3,0);(207,278)
6940;(23);(60);(5);(6);(2);(3,3);(88)
6941;(70);(10);(10);(9);(3);(3,1,0);(113,195)
6942;(14);(10);(7);(10);(6);(3,1,3,0,0,3);()
6943;(50);(38);(9);(12);(6);(3,1,3,2,0,2);(83,213)
6944;(28);(25);(6);(12);(6);(1,2,1,1,1,2);()
6945;(58);(58);(6);(7);(9);(3,1,2,2,1,2,1,1,3);(177)
6946;(16);(23);(7);(10);(13);(1,1,1,1,1,1,1,1,1,3,0,2,2);(142,214,278)
6947;(25);(36);(16);(8);(5);(2,0,2,0,1);(177,233)
6948;(68);(23);(13);(16);(6);(0,2,3,2,0,0);()
6949;(13);(52);(7);(5);(4);(2,2,3,1);(26,106)
6950;(58);(60);(5);(13);(4);(0,0,0,3);()
6951;(13);(9);(2);(5);(17);(0,0,2,0,2,2,2,0,0,3,1,3,2,2,1,1,2);()
6952;(14);(49);(9);(3);(4);(0,2,0,2);(33,306)
6953;(51);(5);(3);(19);(3);(3,1,0);()
6954;(60);(54);(6);(12);(9);(1,2,0,0,1,0,0,2,1);(77)
6955;(14);(65);(8);(11);(3);(3,2,1);(266,271,314)
6956;(17);(26);(6);(7);(3);(0,1,1);(17,129,290)
6957;(47);(38);(1);(9);(8);(1,1,1,2,0,2,3,3);(10,224)
6958;(4);(67);(7);(9);(3);(1,0,0);(59)
6959;(32);(9);(3);(17);(6);(0,0,3,3,3,1);()
6960;(73);(20);(2);(11);(5);(0,0,0,3,1);(184,322)
6961;(47);(50);(4);(4);(6);(3,1,0,0,1,0);(332)
6962;(47);(40);(3);(5);(2);(3,1);(82,181,291)
6963;(12);(16);(2);(12);(2);(2,0);(46,125,271)
6964;(16);(51);(6);(8);(8);(2,3,1,1,3,1,1,3);(22,38,256)
6965;(12);(36);(8);(2);(2);(0,0);(163)
6966;(25);(30);(7);(6);(12);(1,1,1,3,3,3,2,2,2,2,2,2);(74,316)
6967;(14);(39);(5);(9);(1);(3);()
6968;(68);(26);(2);(7);(3);(1,2,0);(54)
6969;(47);(10);(6);(4);(5);(2,1,1,1,0);(15,99)
6970;(28);(44);(8);(9);(5);(2,0,2,2,2);()
6971;(72);(59);(8);(6);(2);(0,0);(89)
6972;(13);(54);(2);(12);(6);(2,3,3,2,2,3);()
6973;(18);(27);(8);(5);(4);(2,2,2,0);(98,205)
6974;(2);(33);(7);(8);(2);(3,3);(311)
6975;(13);(1);(5);(8);(4);(1,2,3,1);()
6976;(73);(28);(7);(8);(4);(1,1,1,2);(7)
6977;(25);(25);(2);(5);(6);(2,2,2,0,0,0);(145)
6978;(13);(17);(5);(5);(5);(1,2,2,3,0);()
6979;(32);(16);(7);(5);(7);(0,2,0,1,1,2,0);(102,194)
6980;(22);(66);(14);(5);(4);(0,3,3,1);(148)
6981;(25);(27);(14);(17);(1);(1);(40)
6982;(2);(33);(7);(8);(1);(2);()
6983;(13);(42);(2);(10);(3);(0,3,3);(106,250)
6984;(16);(50);(12);(4);(5);(0,2,2,0,2);(82,126)
6985;(39);(42);(9);(15);(3);(0,0,2);(79,245,269)
6986;(58);(54);(4);(6);(7);(2,2,2,3,1,0,0);()
6987;(16);(26);(7);(2);(10);(0,1,1,1,0,2,3,1,1,1);()
6988;(16);(36);(3);(3);(5);(2,3,0,2,2);(176,242,315)
6989;(64);(42);(2);(8);(2);(0,0);()
6990;(73);(46);(7);(8);(3);(1,1,3);(121)
6991;(47);(62);(14);(7);(11);(0,2,3,1,1,1,0,0,2,1,1);()
6992;(23);(32);(9);(11);(7);(2,0,2,2,1,1,3);()
